# Glossary in tab-separated format -*- coding: utf-8 -*-
ZeroApprovalGambit	Br/GambitoDeZeroDeAprovacao
ZerothLawRebellion	Br/RebeliaoDaLeiZero
ZombieApocalypse	Br/ApocalipseZumbi
ZombieApocalypseHero	Br/HeroiDoApocalipseZumbi
Neologizer	Br/{{Neologista}}
TabletopRPG	Br/RPGDeMesa
RamblingOldManMonologue	Br/MonologoDoVelhoResmungao
BewareTheSillyOnes	Br/CuidadoComOsExcentricos
CloudcuckoolandersMinder	Br/CuidadorDoLunatico
CuckoolanderCommentator	Br/ComentaristaLunatico
OnlyOneFindsItFun	Br/SomenteUmAchaEngracado
IJustWantToBeNormal	Br/EuSoQueriaSerNormal
BroughtDownToNormal	Br/RebaixadoANormal
BewareTheSuperman	Br/CuidadoComOSuperman
VictimOfTheWeek	Br/VitimaDaSemana
InvisibleToNormals	Br/InvisivelParaOsNormais
ApathyKilledTheCat	Br/ApatiaMatouOGato
TorchesAndPitchforks	Br/TochasEForcados	"Forcado", não "forçado".
MugglesDoItBetter	Br/TrouxasFazemIssoMelhor
BadassNormal	Br/FodaoNormal
WitchHunt	Br/CacaAsBruxas
AllTherapistsAreMuggles	Br/TodosOsTerapeutasSaoTrouxas
ThouShaltNotKillMuggles	Br/NaoMatarasTrouxas
MageBornOfMuggles	Br/MagoNascidoDeTrouxas
MuggleBornOfMages	Br/TrouxaNascidoDeMagos
CharlesAtlasSuperpower	Br/SuperpoderEstiloSaitama
MuggleBestFriend	Br/MelhorAmigoTrouxa
MuggleWithADegreeInMagic	Br/TrouxaGraduadoEmMagia
NoMoreForMe	Br/JaChegaPraMim
HarryPotterAndTheChamberOfSecrets	HarryPotterEACamaraSecreta
MuggleInMageCustody	Br/TrouxaSobCustodiaDeMagos
MuggleFosterParents	Br/PaisAdotivosTrouxas
MuggleMageRomance	Br/RomanceDeTrouxaEMago
MuggleAndMagicalLoveTriangle	Br/TrianguloAmorosoTrouxaEMagico
DifferentlyPoweredIndividual	Br/IndividuoComPoderesDiferentes
ObsessivelyNormal	Br/ObsessivamenteNormal
RecruitTheMuggles	Br/RecrutarOsTrouxas
RefreshinglyNormalLifeChoice	Br/OptarPelaRevigoranteVidaNormal
UnSorcerer	Br/NaoFeiticeiro
UnwittingMuggleFriend	Br/AmigoTrouxaInvoluntario
YouCantFightFate	Br/VoceNaoPodeEnfrentarODestino
NothingCanSaveUsNow	Br/NadaPodeNosSalvarAgora
Br/FateWorseThanDeath	Br/DestinoPiorQueAMorte
DynamicEntry	Br/EntradaDinamica
CurbStompBattle	Br/BatalhaDeUmTimeSo
JustInTime	Br/BemNaHora
MisfitMobilizationMoment	Br/MomentoDeMobilizacaoDosDesajustados
EstablishingCharacterMoment	Br/MomentoDeEstabelecimentoDePersonagem
RoaringRampageOfRescue	Br/FurorViolentoDeResgate
LastStand	Br/ResistenciaFinal
VillainousRescue	Br/ResgateVilanico
TheCavalryArrivesLate	Br/ACavalariaChegaTarde
YouAreTooLate	Br/VoceChegouTardeDemais
IGotYouCovered	Br/TeDouCobertura
BigDamnHeroes	Br/MalditosHerois
DownToTheLastPlay	Br/AteAUltimaJogada
RememberedTooLate	Br/LembrouTardeDemais
BedouinRescueService	Br/BeduinosServicoDeResgate
ChainOfPeople	Br/CorrenteDePessoas
ConvenientlyTimedAttackFromBehind	Br/AtaquePorTrasConvenientementeExecutado
CooldownHug	Br/AbracoTranquilizante
DesperateObjectCatch	Br/AparadaDesesperadaDeObjeto
DropTheCow	Br/DerrubarAVaca
ForgottenSuperweapon	Br/SuperArmaEsquecida
GiantFlyer	Br/VoadorGigante
GunshipRescue	Br/ResgatePorCaca
InstantCooldown	Br/ResfriamentoInstantaneo
LaserGuidedBroadcast	Br/TransmissaoTeleguiada
LastSecondShowoff	Br/ExibicaoDeUltimoSegundo
LetsGetDangerous	Br/VamosFicarPerigosos
MagicCountdown	Br/ContagemRegressivaMagica
MemoryGambit	Br/GambitoDaMemoria
MobileMenace	Br/AmeacaMovel
NoTimeToThink	Br/SemTempoParaPensar
ScottyTime	Br/FusoScotty
SuspiciouslySpecificSermon	Br/SermaoMuitoEspecifico
ThirdPartyStopsAttack	Br/UmTerceiroImpedeOAtaque
UnconventionalCourtroomTactics	Br/TaticasIncomunsDeTribunal
ThwartedCoupDeGrace	Br/GolpeDeMisericordiaFrustrado
FaustianRebellion	Br/RebeliaoFaustiana
ManchurianAgent	Br/AgenteManchuriano
ConditionedToAcceptHorror	Br/CondicionadoAAceitarHorror
BodySnatching	Br/SequestroCorporal
PowerPerversionPotential	Br/PotencialDePerversaoDePoder
KissMeImVirtual	Br/BeijeMeSouVirtual
WeakWilled	Br/FracoDeMente
NotBrainwashed	Br/SemLavagemCerebral
Grimmification	Br/{{Sinistralizacao}}
Grimmification	Br/{{Grimmificacao}}
FracturedFairyTale	Br/ContoDeFadasFraturado
OurDemonsAreDifferent	Br/NossosDemoniosSaoDiferentes
EverybodyHatesHades	Br/TodoMundoOdeiaOHades
OlderThanDirt	Br/MaisVelhoQueOPo
WithGreatPowerComesGreatInsanity	Br/ComGrandesPoderesVemGrandesInsanidades
GetRichQuickScheme	Br/EsquemaParaEnriquecerRapido
ImpossibleTask	Br/TarefaImpossivel
BlackMagic	Br/MagiaNegra
BabyAsPayment	Br/BebeComoPagamento
YourHeartsDesire	Br/OQueOSeuCoracaoDesejar
LouisCypher	Br/LouisCypher
MagicallyBindingContract	Br/ContratoMagicamenteVinculativo
LeonineContract	Br/ContratoLeonino
LeonineContract	Br/ContratoAbusivo
MadeOfTemptation	Br/FeitoDeTentacao
DemonLordsAndArchdevils	Br/LordesDemoniacosEArquidiabos
ReadTheFinePrint	Br/LeiaAsLetrasMiudas
BeCarefulWhatYouWishFor	Br/CuidadoComOQueSeDeseja
GiftOfTheMagiPlot	Br/TramaTipoOPresenteDosMagos
ElephantInTheLivingRoom	Br/ElefanteNaSala
DeathTrap	Br/ArmadilhaMortal
YouDidntAsk	Br/VoceNaoPerguntou
JuryOfTheDamned	Br/JuriDeCondenados
MeaninglessVillainVictory	Br/VitoriaInutilDoVilao
GroundhogDayLoop	Br/CicloDoDiaDaMarmota
LogicBomb	Br/BombaLogica
TheUndead	Br/MortoVivo
AgeWithoutYouth	Br/IdadeSemJuventude
WhoWantsToLiveForever	Br/QuemQuerViverParaSempre
TooSpicyForYogSothoth	Br/ApimentadoDemaisParaYogSothoth
WowingCthulhu	Br/ImpressionandoCthulhu
StartXToStopX	Br/ComecarXParaInterromperX
MinionWithAnFInEvil	Br/CapangaQueLevouZeroEmMaldade
CuteMonsterGirl	Br/GarotaMonstroFofa
InterspeciesRomance	Br/RomanceInterespecies
HotAsHell	Br/DiabolicamenteAtraente
HeelFaithTurn	Br/PassarParaOLadoDaFe
EvilLawyerJoke	Br/PiadaDeAdvogadoMalvado
TheDevilIsALoser	Br/ODiaboEUmFracassado
Film/Bedazzled2000	BrFilme/Endiabrado2000
HellHasNewManagement	Br/InfernoSobNovaDirecao
DraggedOffToHell	Br/ArrastadoParaOInferno
PowerAtAPrice	Br/PoderComUmPreco
DevilsJobOffer	Br/OfertaDeTrabalhoDoDiabo
SoldHisSoulForADonut	Br/VendeuAAlmaPorUmDonut
InvertedTrope	Br/TropoInvertido
ForgottenTrope	Br/TropoEsquecido
ReasoningWithGod	Br/ArgumentarComDeus
DidYouJustScamCthulhu	Br/VoceAcabouDeEnganarCthulhu
RashPromise	Br/PromessaImpulsiva
ReligionOfEvil	Br/ReligiaoMalefica
LovecraftianSuperpower	Br/SuperpoderLovecraftiano
BlueAndOrangeMorality	Br/MoralidadeAzulELaranja
BalkingSummonedSpirit	Br/EspiritoInvocadoRelutante
EarthShatteringKaboom	Br/ExplosaoDeTremerATerra
ChronicBackstabbingDisorder	Br/TranstornoCronicoDeFacadaPelasCostas
TroubledProduction	Br/ProducaoProblematica
GodwinsLaw	Br/LeiDeGodwin
ConservationOfCompetence	Br/ConservacaoDeCompetencia
MoreDakka	Br/DescarregandoOPente
ASimplePlan	Br/UmPlanoSimples
StoneSoup	Br/SopaDePedra
UnwantedAssistance	Br/AssistenciaIndesejada
AbileneParadox	Br/ParadoxoDeAbilene
RightHandVersusLeftHand	Br/MaoDireitaVersusMaoEsquerda
DiminishingReturnsForBalance	Br/RetornosDecrescentesParaBalanceamento
AuteurLicense	Br/LicencaDeAuteur
LastOfHisKind	Br/UltimoDeSeuTipo
WeAreStrugglingTogether	Br/NosEstamosLutandoJuntos
WorthyOpponent	Br/OponenteDigno
WhatASenselessWasteOfHumanLife	Br/MasQueDesperdicioDesnecessarioDeVidaHumana
MistreatmentInducedBetrayal	Br/TraicaoMotivadaPorMausTratos
ContinuityReboot	Br/ReinicioDeContinuidade
DisownedAdaptation	Br/AdaptacaoRejeitada
BuryYourArt	Br/EnterrarAPropriaArte
RetCanon	Br/RetCanone
CuttingOffTheBranches	Br/PodarAsRamificacoes
MultipleEndings	Br/FinaisMultiplos
ExiledFromContinuity	Br/ExiladoDaContinuidade
SchrodingersCanon	Br/CanoneDeSchrodinger
Film/SupermanFilmSeries	BrFilme/SupermanSerieDeFilmes
TheMaster	Br/OMestre
AVillainNamedKhan	Br/UmVilaoChamadoKhan
AVillainNamedZrg	Br/UmVilaoChamadoZrg	"Um vilão chamado Z__rg"
XMakesAnythingCool	Br/XTornaIradaQualquerCoisa
XtremeKoolLetterz	Br/LetrazXuperIradazz
TheyCallHimSword	Br/ChamamEleDeEspada
RedBaron	Br/BaraoVermelho
DarknessVonGothickname	Br/NomeSombraVonGothicko
TheButcher	Br/OAcougueiro
NameOfCain	Br/NomeDeCain
ABeastInNameAndNature	Br/UmaFeraEmNomeEEspirito
TheGroup	Br/OGrupo
GunmanWithThreeNames	Br/PistoleiroComTresNomes
OneBadMother	Br/UmaMaeRuim
VillainBaal	Br/BaalVilanico
NamingConventions	Br/ConvencoesDeNomenclatura
ThemeNaming	Br/NomenclaturaTematica
AGodAmI	Br/SouUmDeus
Series/Hannibal	BrSerie/{{Hannibal}}
DramaticThunder	Br/TrovaoDramatico
TheScottishTrope	Br/OTropoEscoces
DarkAgeOfSupernames	Br/EraSombriaDosSupernomes
AwesomeMcCoolname	Br/NomeIncrivelmenteIradoDaSilva
MeaningfulName	Br/NomeSignificativo
TheMagnificent	Br/OMagnifico
NamedAfterTheInjury	Br/NomeadoPorCausaDoFerimento
WhatDidYouExpectWhenYouNamedIt	Br/OQueVoceEsperavaAoDarONomeDe
FluffyTheTerrible	Br/FofuchoOTerrivel
TomTheDarkLord	Br/TomOSenhorDasTrevas
JustTheFirstCitizen	Br/ApenasOPrimeiroCidadao
DeathbringerTheAdorable	Br/MortiferoOAdoravel
NamesToTrustImmediately	Br/NomesParaConfiarImediatamente
UnfortunateNames	Br/NomesInfelizes
Administrivia/ZeroContextExample	BrAdministrivia/ExemploSemContexto
Film/TheCrow1994	BrFilme/OCorvo1994
Film/DarkCity	BrFilme/CidadeDasSombras
Literature/IRobot	BrLiteratura/EuRobo
Literature/TheCavesOfSteel	BrLiteratura/AsCavernasDeAco
SimilarlyNamedWorks	Br/ObrasComNomeSimilar
AllAnimationIsDisney	Br/TodaAnimacaoEDaDisney
ArtisticLicenseLaw	Br/LicencaArtisticaParaLegislacao
ArtisticLicensePhysics	Br/LicencaArtisticaParaFisica
FantasticRacism	Br/RacismoFantastico
EurekaMoment	Br/MomentoEureka
LaymansTerms	Br/EmTermosLeigos
ChekhovsGun	Br/ArmaDeChekhov
SuperPrototype	Br/SuperPrototipo
CoolBike	Br/MotoIrada
CoolCar	Br/CarroIrado
SinisterSurveillance	Br/VigilanciaSinistra
CryingWolf	Br/GritarLobo
TheSummation	Br/{{Sumarizacao}}
DecoyAntagonist	Br/AntagonistaIsca
KilledOffscreen	Br/MortoForaDaCena
DoAndroidsDream	Br/AndroidesSonham
DoesThisRemindYouOfAnything	Br/IssoNaoTeLembraAlgo
EverythingIsAnIpodInTheFuture	Br/NoFuturoTudoEUmIpod
SurvivorGuilt	Br/RemorsoDoSobrevivente
Gaslighting	Br/ManipulacaoPsicologica
GenreBlind	Br/CegueiraDeGenero
AbsurdlyLongStairway	Br/EscadariaAbsurdamenteLonga
JustAMachine	Br/SoUmaMaquina
CreativeSterility	Br/EsterilidadeCriativa
ArtificialLimbs	Br/MembrosArtificiais
BadassBiker	Br/MotoqueiroFodao
CryingWolf	Br/GritandoLobo
CallBack	Br/{{Referencia}}
CallForward	Br/{{Antecipacao}}
TheCloudcuckoolanderWasRight	Br/OLunaticoEstavaCerto
ChekhovsSkill	Br/HabilidadeDeChekhov
MathematiciansAnswer	Br/RespostaDoMatematicista
MathematiciansAnswer	Br/RespostaDoMatematico
MechanicalEvolution	Br/EvolucaoMecanica
MinorCrimeRevealsMajorPlot	Br/CrimePequenoRevelaPlanoGrande
DisturbingStatistic	Br/EstatisticaPerturbadora
MourningADeadRobot	Br/ChorarPorUmRoboMorto
RidiculouslyHumanRobots	Br/RobosRidiculamenteHumanos
RightForTheWrongReasons	Br/CertoPelosMotivosErrados
MeaningfulEcho	Br/EcoSignificativo
ArmorPiercingQuestion	Br/PerguntaDevastadora
ArmorPiercingResponse	Br/RespostaDevastadora
AIIsACrapshoot	Br/IAEUmaDroga
AmbiguouslyAbsentParent	Br/PaisAmbiguamenteAusentes
AMFMCharacterization	Br/CaracterizacaoAMFM
Anaphora	Br/{{Anafora}}
AndroidsAndDetectives	Br/AndroidesEDetetives
AssholeVictim	Br/VitimaBabaca
AutomatedAutomobiles	Br/AutomoveisAutomaticos
CloseupOnHead	Br/EnfaseNaCabeca
ColdEquation	Br/EquacaoFria
ComplainingAboutRescuesTheyDontLike	Br/ReclamandoDeResgatesQueNaoSeGosta
CopAndScientist	Br/PolicialECientista
CranialProcessingUnit	Br/UnidadeDeProcessamentoCraniana
CrazyPrepared	Br/InsanamentePreparado
Cyborg	Br/{{Ciborgue}}
DeathIsGray	Br/MorrerECinza
DeathOfAChild	Br/MorteDeUmaCrianca
MasterComputer	Br/ComputadorMestre
DoesNotLikeGuns	Br/NaoGostaDeArmas
DoesNotDrive	Br/NaoDirige
BornInTheWrongCentury	Br/NascidoNoSeculoErrado
MachineBlood	Br/SangueDeMaquina
MilitariesAreUseless	Br/MilitaresSaoInuteis
MurderIsTheBestSolution	Br/AssassinatoEAMelhorSolucao
Nanomachines	Br/{{Nanomaquinas}}
ShowerScene	Br/CenaDoChuveiro
IWarnedYou	Br/EuTeAvisei
ItIsDehumanizing	Br/IssoEDesumano
LawOfInverseRecoil	Br/LeiDoRecuoInverso
TheLoad	Br/OFardo
MakeItLookLikeAnAccident	Br/FazerParecerComUmAcidente
ShootOutTheLock	Br/AtirarNaTranca
TrailOfBlood	Br/RastroDeSangue
VariableTerminalVelocity	Br/VelocidadeTerminalVariavel
WasJustLeaving	Br/JaEstavaDeSaida
WindmillCrusader	Br/CombatenteDosMoinhosDeVento
DoAnythingRobot	Br/RoboFazTudo
WhatMeasureIsANonHuman	Br/QuantoValeUmNaoHumano
PlotTriggeringDeath	Br/MorteAtivadoraDeTrama
InvokedTrope	Br/TropoInvocado
OddFriendship	Br/AmizadePeculiar
MoodWhiplash	Br/MontanhaRussaDeEmocoes
ButForMeItWasTuesday	Br/MasParaMimEraTercaFeira
ButForMeItWasTuesday	Br/MasParaMimEraUmDiaComum
TheParagonAlwaysRebels	Br/OExemploSempreSeRebela
TheParagonAlwaysRebels	Br/OParagonoSempreSeRebela
PercussiveMaintenance	Br/ManutencaoPercussiva
FuturisticSuperhighway	Br/SuperViaExpressaFuturista
FreudianSlip	Br/DeslizeFreudiano
TrappedInASinkingCar	Br/PresoEmUmCarroAfundando
ExpospeakGag	Br/PiadaDeExpolingua
SuperStrength	Br/SuperForca
Technophobia	Br/{{Tecnofobia}}
WhamShot	Br/AquelaImagem
ThreeLawsOfRobotics	Br/TresLeisDaRobotica
EveryoneHasStandards	Br/TodosTemLimites
FantasticFirearms	Br/ArmasDeFogoFantasticas
FantasticSlur	Br/InsultoFantastico
SweetTooth	Br/ViciadoEmDoces
InYourNatureToDestroyYourselves	Br/EDaSuaNaturezaSeAutodestruir
IsThisWhatAngerFeelsLike	Br/EAssimQueESeSentirComRaiva
LikeAnOldMarriedCouple	Br/TalQualUmCasalDeIdosos
LostInACrowd	Br/PerdidoNaMultidao
SerkisFolk	Br/PessoaSerkis
Film/TheLordOfTheRings	BrFilme/OSenhorDosAneis
ScrewTheRulesIHaveConnections	Br/DaneSeAsRegrasEuTenhoConexoes
SimpleSolutionWontWork	Br/ASolucaoSimplesNaoServe
OurSoulsAreDifferent	Br/NossasAlmasSaoDiferentes
Literature/DoAndroidsDreamOfElectricSheep	BrLiteratura/AndroidesSonhamComOvelhasEletricas
MechanicalLifeforms	Br/FormasDeVidaMecanicas
DeathMeansHumanity	Br/MorteSignificaHumanidade
AdaptationalAttractiveness	Br/AtratividadeInduzidaPorAdaptacao
AdvancingWallOfDoom	Br/ParedeAvancanteDaMorte
BreakOutTheMuseumPiece	Br/VeioDiretoDoMuseu
CasualDangerDialogue	Br/ConversaCasualEmMeioAoPerigo
ComputerVoice	Br/VozDeComputador
InformedAbility	Br/HabilidadeInformada
DeadlyDodging	Br/EsquivaFatal
EagleEyeDetection	Br/PercepcaoVisualDeAguia
EmergencyWeapon	Br/ArmaDeEmergencia
ElectronicSpeechImpediment	Br/DisturbioEletronicoDeFala
EverythingIsOnline	Br/TudoEstaOnline
CensorSteam	Br/VaporDeCensura
FauxShadow	Br/PrenuncioFalso
FiveSecondForeshadowing	Br/PrenuncioDeCincoSegundos
FreudianTrio	Br/TrioFreudiano
